global_step,LRAP,train_loss,eval_loss,acc,prec,rec,f1,hamming_loss,binary_CE,prec_at_5,rec_at_5,f1_at_5,prec_at_8,rec_at_8,f1_at_8,prec_at_15,rec_at_15,f1_at_15
2000,0.33260151845200847,1.1381524801254272,1.3644353872121766,0.14989212269429572,0.16160554607624802,0.7185688970285447,0.2638675092361879,2.0282956513249086,37.37719151426938,0.2748887476160173,0.23940499606328594,0.25592276923318363,0.239907819453274,0.33431793631996176,0.2793517577372967,0.2021190930281822,0.5196897868971749,0.2910444337967371
4000,0.38815119006285353,1.3597052097320557,1.2853486418510804,0.16403665485550364,0.17214665684921054,0.7927976809787283,0.28287117709919263,2.0282956513249086,35.9682150037186,0.3341385886840408,0.29972174742589286,0.31599579900337255,0.29164017800381437,0.4020946830927166,0.3380743033907586,0.22237762237762,0.5517289535016108,0.31699039046975364
6000,0.4328835183448763,1.021602749824524,1.2253362121650273,0.1918041743886921,0.20249524860638293,0.7839410074257924,0.32185420643388485,1.669841649447893,33.46899414052553,0.3777495232040668,0.3403711178680958,0.35808754165635565,0.31993006993006995,0.4490662120523081,0.37365534266242084,0.2421275694002938,0.6199451901202018,0.3482439745079053
8000,0.4513126627330982,0.8365820050239563,1.1879100858738683,0.19744659086774152,0.20723843099424066,0.8017482056810847,0.3293463642794725,1.5969441179261559,32.503787914801386,0.3778766687857584,0.3508393639558028,0.36385643837631976,0.3281150667514304,0.46848403117807114,0.3859323204394987,0.2565797838525076,0.6657100477357755,0.3703992699612406
9804,0.4805793289868962,0.9361690282821655,1.1556953274393338,0.20945705830096797,0.21936136222901936,0.8203903315574932,0.34616330372993714,1.5328228129232129,31.312744297013776,0.4034329307056571,0.3767273957163721,0.3896230869057283,0.3451207883026065,0.49958168804177533,0.40822900566052334,0.26683619410891785,0.7043482554516265,0.3870441045406199
10000,0.49311114319327265,0.7636361718177795,1.1616485256948283,0.22224321242122977,0.23545204975947473,0.7885910154996513,0.3626319582063962,1.3399652351727025,29.347616953917385,0.4170375079465983,0.3900543181858932,0.4030948537777685,0.3576764144945963,0.5191360856143796,0.42354034349244163,0.2688705234159744,0.7133029897330079,0.39053414826632965
12000,0.5189677561599711,1.3260390758514404,1.1360283043495445,0.234718199800878,0.24865583310902095,0.8083198358140848,0.3803180112890951,1.2902698525100282,27.95699346055456,0.44551811824539067,0.43092742680769375,0.43810132272408064,0.3768277177368086,0.5656194988013702,0.4523141478918538,0.27925407925407525,0.7523120344495066,0.40731505562487846
14000,0.5097823357284172,0.8409772515296936,1.1223870777859883,0.21813911172205291,0.2272867260184646,0.8368403639520453,0.357481184936344,1.4781908028437167,30.597929827446794,0.4409408773045133,0.40736355059366386,0.4234876902050357,0.3721392244119517,0.5363632012338464,0.43940837157014884,0.2788726425090024,0.7360722438213096,0.4044956814436807
16000,0.5115640900973012,1.2108044624328613,1.1274310784124517,0.23834380775032143,0.2534444487486424,0.7932841862273851,0.3841558672635713,1.2325113117332116,27.728326637392897,0.4343293070565792,0.41033300855621835,0.4219902983107904,0.3715829624920534,0.5463505142613613,0.4423295321275868,0.2778978597160376,0.7431618632984713,0.40452695680425554
18000,0.5401543521643295,0.7126429677009583,1.111789067044241,0.2440441113289896,0.25874095047858486,0.8157392169103198,0.3928693087727106,1.2477600053096172,27.139952301363316,0.46166560712015225,0.4369283840968365,0.448956502455365,0.39097266369993644,0.5760748594304248,0.4658085913978768,0.2839584657766435,0.7589675801122753,0.4132896488153251
