global_step,LRAP,train_loss,eval_loss,acc,prec,rec,f1,hamming_loss,binary_CE,prec_at_5,rec_at_5,f1_at_5,prec_at_8,rec_at_8,f1_at_8,prec_at_15,rec_at_15,f1_at_15,prec_macro,rec_macro,f1_macro,auc_macro,prec_micro,rec_micro,f1_micro,auc_micro
20000,0.5533734438381974,1.1528316736221313,1.0865315183970496,0.2521173430063963,0.2646071167934991,0.8464937548525937,0.40318260487620683,1.2287265640469813,27.259170204790006,0.4696757787666884,0.45325799909489195,0.4613208635626559,0.395979020979021,0.5939603810670362,0.47517221702487333,0.2917567281203605,0.7851343416595586,0.42542506495915144,0.28945069692908637,0.7991062891428905,0.4109144100272312,0.7402248000199116,0.2734526112185687,0.8528492944091349,0.4141231855629658,0.7748035593674114
22000,0.5608668672644163,1.044512152671814,1.0823186098569622,0.2489247978053626,0.2615198905084892,0.833179239495803,0.3980873602887295,1.229165375372921,27.26035025306813,0.4760330578512395,0.45559276608766475,0.4655886773482962,0.4016211061665607,0.5994655913382374,0.48099337350529603,0.2933248569612169,0.783348209697091,0.4268250199169252,0.2851306438107619,0.8002645521071331,0.40360338418202524,0.7412113651257987,0.2726705923103568,0.848001723580739,0.4126543128980683,0.7726464713741773
24000,0.5678896716854535,0.5706765055656433,1.0832062251932506,0.26629620758311034,0.28155830087542694,0.8322528425390646,0.42076737628192507,1.1223696689223397,25.587197009576762,0.48811188811188866,0.47238682616040334,0.4801206336044516,0.4086141131595677,0.6091089215422235,0.48911244672080195,0.2983259165077306,0.8025084047575892,0.43495928629711206,0.3126752434524359,0.7907040862292534,0.432018300034742,0.7511412976484528,0.29161540469000485,0.8426155337714101,0.43327978729297073,0.7843478291631568
26000,0.5808482272974433,0.813913106918335,1.070473958533224,0.26659162024496486,0.2799092690725734,0.8558646152816559,0.4218523461204208,1.1383862823191397,25.820722537420796,0.49472345835982173,0.48413129874647204,0.48937006982350123,0.4160044500953592,0.6280340729681276,0.500489135974856,0.3004026276753511,0.8087307616423193,0.4380804837706642,0.30415606127165357,0.8018896065451523,0.429431291680047,0.7536080121482656,0.2903768137129491,0.8558655607023592,0.433631699596114,0.7879815066907936
28000,0.5777053636150151,0.588249683380127,1.0690937913914274,0.2737824702166511,0.289494923972494,0.8387700211723905,0.43043021863721387,1.074374680147682,24.80067347922778,0.48989192625556277,0.47247227202189984,0.4810244434642145,0.41385886840432295,0.6181900836570181,0.4957971188674022,0.30116550116549723,0.8090335236186342,0.43893568839635816,0.33267448874918853,0.7723570931686029,0.4465529534729441,0.7475143944016768,0.3008042066192391,0.8380911343315739,0.44271203801177905,0.7886954006600998
29412,0.5864777653113038,1.014312744140625,1.0691492425840954,0.2595955782751892,0.2720246808565024,0.8577503907507967,0.4130543896079681,1.1825965234075675,26.080542364117328,0.5004450095359192,0.4878023290803839,0.4940428001963133,0.4179910998092816,0.6269672708162823,0.5015831184088901,0.3016317016316973,0.8120192635138158,0.43986986924469,0.3042313921325054,0.8008012502157267,0.42582226489256475,0.7464668229085237,0.28236128346037936,0.8579123128299041,0.42488262910798125,0.7830582510709123
30000,0.5835555407484931,0.8676497340202332,1.0873847262590643,0.28537693213490756,0.30449556648946347,0.8237382158934965,0.4446323777998201,1.0039454623343556,23.764970206979385,0.4935791481246031,0.47821219659208947,0.4857741734374686,0.4190241576605213,0.627352323180038,0.5024497082841869,0.30256410256409844,0.813152619512163,0.4410273462828439,0.3417840728313959,0.7664586419705559,0.45698197178109196,0.7554021945960006,0.3151033125614956,0.8279650974900356,0.4564810690423163,0.7935650591606334
32000,0.5874509697376626,1.2432547807693481,1.0837843164881569,0.27215386372411904,0.28540426091885884,0.8562842173336078,0.42811532014171627,1.1199013552139288,25.29309536906987,0.4970120788302606,0.4865918590369419,0.49174677345483137,0.4222027972027972,0.6349549190829036,0.5071707632733735,0.30485272303453714,0.8216158344876536,0.44470273539245353,0.3177965165358334,0.8099751387217313,0.44064886299534584,0.7597379066045226,0.29466656830923577,0.8606054077345686,0.4390163483995054,0.7924633854593958
34000,0.602756848992887,0.795297384262085,1.0878776271889163,0.2983142886652943,0.31843967355596103,0.8328470458721362,0.46072196774981233,0.9623132377858239,22.962942019770274,0.5121424030514935,0.5048203520538773,0.5084550184601118,0.4287984742530197,0.6450285429854781,0.5151430363395133,0.3070989616444122,0.8265903746298289,0.44782117575229735,0.34871150732744843,0.7744889608663147,0.464312227165689,0.7648219859290509,0.3261647237069147,0.8348594204459765,0.4690715409756688,0.8020218073296816
36000,0.5932147245767477,0.5456098914146423,1.0970387450271089,0.2983664634544151,0.3221234901508177,0.8128038245087716,0.4613920228666444,0.9509589947271334,22.554978153781928,0.5120152574698029,0.5069576215143639,0.5094738877932181,0.42363318499682134,0.6404422464583372,0.5099499164314614,0.3039203221021361,0.8197735497381335,0.44344077605264454,0.3585661417397726,0.742268841392529,0.4634725024095501,0.7506469320730969,0.32657192075796726,0.8168695464828181,0.4666030827923576,0.7957226767113588
38000,0.5964962520971493,1.1264898777008057,1.0828134835779346,0.28497730767456336,0.3014968433069615,0.8431994378783674,0.4441736606941471,1.0392697740725039,24.12020730976723,0.504640813731723,0.4882360540197463,0.49630291045387415,0.43006993006993005,0.6451957362022024,0.5161129827792208,0.30743801652892166,0.8248156870775859,0.44792028152234564,0.3307040457419494,0.7940562711433778,0.4523170784298113,0.7634742096691235,0.3099732578260186,0.8490789615426048,0.4541499812739478,0.7980672389271978
39216,0.6032948821480634,1.0818160772323608,1.0784484761398891,0.299585720292955,0.32089623337079853,0.8323948439619683,0.46321761323676225,0.9736126294287719,23.199634225290772,0.5130324221233316,0.5049043269037603,0.5089359236112863,0.433248569612206,0.6495729017363934,0.5198022720876415,0.309218054672596,0.8320722700664611,0.4508787345687677,0.34889636641329813,0.7810248251521322,0.46575255476167593,0.7657774567219318,0.32396357436899664,0.8392760960896262,0.46747869914796597,0.8024497596656126
40000,0.6106889217327327,0.9247649908065796,1.1109221077295877,0.3090790525873661,0.33391639226888264,0.8072783146929358,0.4724232609119309,0.8787196801943057,21.566735032486925,0.5226954863318493,0.5149926343046166,0.5188154708373603,0.43285123966942146,0.6520165825045563,0.5202959849183485,0.3120576393303626,0.839827895204398,0.4550360301679141,0.3711103258142884,0.7467079349149219,0.47951995083130217,0.763518324727695,0.3457152017588055,0.8130992136162878,0.4851523332047821,0.8035827782008811
42000,0.5912438355136523,0.7244076132774353,1.1513733263519028,0.29985040133939256,0.3259721571871559,0.7893590305762682,0.46140387503749564,0.8932004539503168,21.998178375403498,0.5029879211697389,0.4935224480943258,0.4982102301672798,0.42109027336300064,0.6334835556744437,0.5058986981943122,0.30574274210637437,0.8182424271706905,0.4451512177012976,0.36640618798718266,0.7404189166406928,0.4699138931440925,0.760029775787157,0.3393897682954806,0.7968329203921146,0.4760280584336186,0.7946351232490941
44000,0.6143856192175263,1.1678810119628906,1.1594143494936988,0.3237190305062273,0.3571660623692181,0.782570206464203,0.4904775373277816,0.8112524388310725,20.56013839343195,0.5219326128417033,0.5126808300407534,0.5172653555158265,0.43459949141767323,0.6535302341700295,0.5220405264509531,0.3118033481669806,0.8385209578939297,0.4545737941934209,0.3789352954903505,0.7199652639167627,0.479365928291096,0.7610885858856272,0.36315292480493017,0.7871377787353226,0.4970072099034145,0.801205085253313
46000,0.5993421438547397,0.7269068956375122,1.1504824563247786,0.30250756393698375,0.32625785385992045,0.8105889566548016,0.4652535608399332,0.9130566664490894,22.03095743971534,0.5104895104895106,0.5016499940388995,0.5060311523228279,0.4268118245390973,0.6400593624903218,0.512123502141768,0.30964187327823284,0.8323517025406654,0.4513702105831987,0.3618312993209985,0.7554807345623468,0.4734438758503922,0.7635784727758126,0.33626862352679565,0.8144996229667133,0.4760135985897759,0.7996770463356639
48000,0.6167025642394378,1.1237647533416748,1.1177808912954093,0.31055308798774717,0.33565799283549586,0.8141980783726214,0.4753500887636007,0.8863988783982509,22.073873662053494,0.5237126509853776,0.5167074183218565,0.5201864512539318,0.43674507310870947,0.6564663128410335,0.5245251402976929,0.31095571095570673,0.8321716318421812,0.4527378739507729,0.3543702972446073,0.7676631132244158,0.47266720267638573,0.772131138002363,0.3445735207702391,0.8211784983302811,0.48544864038718716,0.8060726923009256
49020,0.6074745478297117,0.5324535369873047,1.1708147823544008,0.32234352860727433,0.3545771805256494,0.7804973029860547,0.48762708900735346,0.8053833373466285,19.959366884686034,0.5151938970120781,0.49804318625619065,0.50647338958419,0.43046726001271457,0.6429572288068928,0.5156804963416175,0.31061665607119754,0.8337476204099564,0.4526109442272926,0.3879100586155406,0.7117285077075042,0.4796874188430824,0.7578159529609593,0.36462093862815886,0.7833674458687924,0.4976220617921785,0.8003434602734768
50000,0.6038769775417214,0.9027737975120544,1.1831423241198595,0.30667663252260613,0.3326097077903532,0.806693739687552,0.4710144073166028,0.8891414491853743,21.356822280522017,0.5159567705022251,0.5047857675005724,0.5103101412912188,0.42824221233312143,0.6456695492208914,0.5149453914060275,0.3084975630430134,0.8298684264198992,0.44978924101143825,0.3736433651769117,0.7376601969149966,0.476446984334194,0.7582587539550982,0.34140757360685015,0.8031886243671227,0.4791465844097424,0.7979210958126645
52000,0.6071271565433007,0.6073458194732666,1.1797064668057429,0.308839385274388,0.3348311785583337,0.8039616297639428,0.4727662802966332,0.8776775032951988,21.44266931487734,0.5177368086458992,0.510616407037043,0.5141519567204856,0.43030832803560076,0.6476171263540444,0.5170580984311641,0.30942996397541417,0.8310706061535419,0.4509566316026291,0.37023438079507737,0.744091790205276,0.47722491226574315,0.7628900109062868,0.34500738279808046,0.8054508240870408,0.48308835406234857,0.8004073068926562
54000,0.6129727367899811,0.631500244140625,1.2281543662061845,0.3225771370634433,0.3564806428370139,0.7855247758450561,0.4904081407613786,0.8092229364486013,20.15873029983272,0.5171010807374442,0.5117798890328605,0.5144267247506039,0.4315003178639542,0.6563030072574829,0.5206730843832609,0.3088789997880864,0.8337333230795679,0.45076131207214815,0.3934908459722164,0.7186371746046878,0.4879946662294803,0.7612621398389077,0.36314051240992795,0.7817515889259937,0.49591690299654895,0.7991390896898337
56000,0.594504791645963,0.6138029098510742,1.1926353542610657,0.30463113418187177,0.3311680415693289,0.7913702398039977,0.46693558129975327,0.8879347180390399,21.34870038727615,0.5031150667514309,0.48978185115003947,0.49635893574088935,0.4261760966306421,0.6391333474713464,0.5113694556259606,0.30769230769230377,0.8237796944372113,0.4480370256345638,0.37217527566024877,0.7294330830956863,0.4718418808168989,0.7546533284290088,0.3412716656705439,0.7996337390929656,0.478378552555262,0.7965400952878295
58000,0.6093984624220006,0.9239612221717834,1.157157353563684,0.29711925536282735,0.31866540519046616,0.8367704234927641,0.46155706692530357,1.000818931637035,23.10192091154475,0.519771137952956,0.5089061063638101,0.5142812431738254,0.43118245390972665,0.6509457621836052,0.5187488634456905,0.30866709048526825,0.8321651093767007,0.45030633452621577,0.34136573726923447,0.7853411152318565,0.4584890920228362,0.7650849026904131,0.317535930947437,0.8401378864591188,0.4608793286845526,0.799247803494527
58824,0.6178314947570526,0.6250662207603455,1.121766162313161,0.2912604692855741,0.3084323998306255,0.8466065400970962,0.4521421362483071,0.9973632924452597,23.450864526380506,0.5248569612205973,0.5122904236200838,0.5184975615494666,0.4399237126509854,0.6571686131468409,0.5270368761772452,0.31188811188810783,0.8341645946861885,0.45402103925613474,0.33151777058802784,0.7918068458025977,0.4538222027521027,0.7679179490363662,0.31947261663286003,0.8483248949692987,0.46414994253381664,0.8032476032503593
60000,0.6195230931363769,0.9774504899978638,1.2208257275691825,0.32858464580345076,0.36144299865322344,0.7906904102513699,0.4961048966704661,0.8116912501570123,20.54243523164534,0.523204068658614,0.5159329432840785,0.5195430669466534,0.43841385886840434,0.6617553457814253,0.5274147168356206,0.312523839796563,0.8395485037343153,0.45549035797242876,0.3783344722327618,0.7413860061169802,0.48802580504101306,0.7710095339842746,0.36468914078217773,0.8006032532586448,0.5011125345559975,0.8069791534071851
62000,0.615144468242494,0.6904428005218506,1.260202774927953,0.3361318677411538,0.3731817608554996,0.7738485048376327,0.5035371015187545,0.7601857707748365,19.645781950447542,0.5188811188811182,0.5133759433057129,0.5161138511463237,0.4360298792116974,0.657431401090727,0.5243162050114544,0.3117609663064168,0.8375375404466611,0.45438415066809,0.3888005250493187,0.727633220588206,0.4920376778845534,0.7731203356369256,0.37966761333754073,0.7776580846709038,0.5102307665123511,0.8038102293552164
64000,0.6212515030164169,0.45111343264579773,1.260502815273239,0.33990084199970316,0.37906934520395485,0.7729584923772492,0.5086767177266698,0.7394519356241844,19.023073298659995,0.5248569612205968,0.5172491513903236,0.5210252862109788,0.4369040050858233,0.6602303469031129,0.5258376648552544,0.314642932824747,0.8451673938171376,0.45856799411061333,0.4059964245007238,0.7102489073512642,0.5004744625026887,0.7676442912490326,0.38695605342524775,0.7739954756005601,0.5159599296255072,0.804948636642669
66000,0.6210783376152286,0.6010262370109558,1.3521833578674438,0.3440998584090006,0.396804185328308,0.7347039312760443,0.5153009344420545,0.6945286261311048,17.971976855468327,0.5211697393515574,0.5158844243203169,0.5185136136122137,0.4419103623649078,0.6726880059155876,0.5334079232706634,0.314770078406438,0.8480983461891223,0.45913359977792223,0.4245163361044659,0.6703812102809218,0.5002721033052725,0.7559205977615647,0.40119305222527635,0.7389852418399224,0.5200515502994466,0.7956895156970165
68000,0.6100681915034102,0.9748237133026123,1.2663666244216383,0.32774125217824107,0.36226615586920907,0.7691196177745514,0.4925393509897768,0.7851980163534011,19.690589479713417,0.5167196439923707,0.5011482489221434,0.5088148404582757,0.43046726001271457,0.6403578942640289,0.5148424223514428,0.31027760118668796,0.8291120280991698,0.45156614485754354,0.3991780296651952,0.7144562513646627,0.48831148526944124,0.762601996930337,0.3713569894672257,0.7823979317031132,0.5036579868936584,0.8025761336691069
68628,0.6289572471866912,0.5081289410591125,1.1784616864697879,0.3087130388567653,0.329197097543237,0.8376170371193541,0.47263928209473316,0.9249594236652044,22.03535012572538,0.5307056579783851,0.5223353098458398,0.5264872170545063,0.4415130324221233,0.6642394012126359,0.530444868784284,0.31519389701207484,0.845407699448043,0.4591883177927341,0.3471300458119933,0.7836611754165692,0.46962869589969836,0.7741117380918141,0.3367645792057886,0.8422923623828503,0.481154426017661,0.810149597801629
70000,0.6206879488973097,0.818110466003418,1.323938581486081,0.33851595102091925,0.3826560597936805,0.7543388315737942,0.5077460369100373,0.7290850180488583,18.7955867421375,0.5228226319135412,0.5127191140479436,0.517721584251602,0.4395263827082009,0.6605198395522822,0.5278249039187575,0.3132867132867094,0.8407132455002,0.456471921846914,0.3978956469373681,0.696049684545471,0.4913282801240373,0.7623619378228473,0.38935806148920904,0.7598836583001185,0.514890510948905,0.8001993002818655
72000,0.6235558398102601,0.9861276745796204,1.391036057061714,0.35457328413473915,0.4054585012807318,0.7363097520070886,0.5229485890284669,0.6606853026180033,17.601806149077408,0.5248569612205984,0.5208703336343186,0.522856048314578,0.44032104259376986,0.665378608615264,0.5299453650812027,0.31506675143038393,0.8457548556192185,0.45910453983311184,0.440463891566095,0.666954821803701,0.5135146352562276,0.7585962878511353,0.4160180004864996,0.7369384897123774,0.5318148248921366,0.7992504520584607
74000,0.6293247004186026,0.5003177523612976,1.4104355448233847,0.35987860395757426,0.4213152160581588,0.7188228930906005,0.5312532228856544,0.6351245428820141,17.0809722580914,0.5290527654164013,0.5203345593072636,0.5246574473647715,0.44461220597584233,0.6693995734575281,0.534326883303913,0.31388005933460067,0.8419648891302912,0.45728622979900235,0.43829781651811683,0.6450101866824405,0.5052194247790113,0.7520085182125844,0.42686966492546824,0.7218571582462566,0.5364877306753133,0.7960778575984839
76000,0.6130915346223768,0.6070017218589783,1.3460208969807155,0.33551497475525566,0.37539827253307906,0.7627499570071983,0.5031594458497545,0.739287381376957,18.954469543273465,0.5169739351557522,0.5082245104087675,0.5125618873601597,0.43857279084551815,0.6574273609735605,0.5261491104756235,0.3151091332909474,0.84145843243373,0.4585140465674644,0.40869555031025767,0.7058049885269697,0.5018570668767449,0.7656517043296296,0.38628354567633505,0.7675320478293655,0.5139209463358339,0.8021710291765507
78000,0.6265657236294606,0.5567412972450256,1.3682702284486221,0.3567240358138064,0.40950807403793243,0.737175859198123,0.5265260244390932,0.6590946115614716,17.620177255346963,0.5317228226319134,0.521135390502999,0.5263758735120998,0.4450890019071837,0.6647266481702895,0.533174172403441,0.3158720067810938,0.8442826860448678,0.4597408741793209,0.4321250741009138,0.6658002191712167,0.5091131723591309,0.757482591639552,0.4169956872987912,0.7395238608208553,0.5332867241513245,0.8005791778047217
78432,0.6202512600610244,0.7525236010551453,1.4021652723147746,0.3392789736448211,0.3827631282002862,0.7543170913193592,0.5078353568586558,0.718334140563335,18.34169290831181,0.5262555626191983,0.5191440301923859,0.522675607620085,0.4393674507310871,0.6642834168669465,0.5289073202415455,0.31214240305148994,0.8399352096606383,0.4551418964453741,0.42909957220884637,0.6679729023077587,0.4937777626440829,0.7498208665603927,0.3925612848689772,0.7504039642356997,0.5154654432440432,0.7975065361565137
80000,0.6289063370812106,0.4151858389377594,1.5291189748347338,0.37066939537081445,0.4445144903012196,0.6869651803903672,0.5397639655854579,0.5823574809377617,15.747493500097264,0.5324856961220591,0.5233723000456371,0.5278896679900537,0.44397647806738716,0.6678274442201151,0.5333668476929857,0.3156600974782755,0.8447159623338685,0.4595805312545516,0.46376273851876476,0.6048991963041235,0.5073236711387198,0.7420184968094264,0.45245223838038207,0.6837229343962081,0.5445497833640771,0.7864965242136878
82000,0.6208802425410779,0.35643813014030457,1.5853943166611233,0.3658025208429263,0.43792190498435957,0.6886409048667774,0.5353823759711392,0.589323610737055,15.889772583111215,0.5267641449459628,0.5193205848536274,0.5230158820608483,0.4418308963763509,0.6685626281823648,0.5320485373164178,0.3143462598008013,0.843516576358666,0.45800983083250957,0.46795290839816983,0.5890754056544811,0.49951947978578537,0.7325475477179834,0.4481951634635841,0.6808143918991705,0.5405405405405405,0.7843214491247262
84000,0.62797558769068,0.5373420119285583,1.570694746292981,0.36752920055546195,0.44336890808606433,0.6864506614368355,0.5387601497197073,0.5927243985130878,16.106336455167515,0.5309599491417669,0.5239063235854333,0.5274095534532468,0.4416719643992371,0.6684851268306035,0.5319087568262331,0.3152362788726387,0.8450413582851659,0.4591792252961705,0.4589382231821971,0.6213785405035381,0.508901271161795,0.7485804450654403,0.44705555169297084,0.6926640094796941,0.5433955886081299,0.7890064753094262
86000,0.6283427825707856,0.32438063621520996,1.5224639853872426,0.369887664089926,0.437060074527907,0.7044155197959289,0.5394279143795342,0.6006230023800029,16.46921651642619,0.5287984742530196,0.520999375116624,0.5248699543705009,0.4427844882390337,0.6656054722647705,0.5317979933197802,0.3167620258529311,0.8447903269672391,0.46075838896351795,0.4499389275032962,0.6378149038357933,0.5113294860344006,0.7542622195088091,0.44385314920848773,0.7097920930733599,0.5461704244031831,0.7953864814697172
88000,0.6254012778010368,0.4800586700439453,1.5131291114793481,0.36556504847017646,0.4252829017062688,0.7210979676779531,0.5350239947275135,0.6232766370816415,16.820796601991162,0.5343928798474252,0.5256532255020191,0.5299870252049301,0.4454863318499682,0.6712555601406535,0.5355493142429133,0.315956770502221,0.8500413420653944,0.46068053513556817,0.4420170945544433,0.636752694715241,0.5068620791416296,0.7491328896214604,0.4327035071826064,0.7203490250996445,0.5406476128875773,0.7969816398581966
88236,0.6117916318691978,0.8675279021263123,1.4849676283506246,0.34503814066353194,0.39635595493172787,0.7271984283169548,0.5130671586132255,0.6666092555181896,17.776666524382954,0.5164653528289886,0.5047310230187303,0.5105307696978686,0.4356325492689129,0.6584178398331301,0.5243419222876116,0.31430387794023756,0.8410942045492985,0.457607077957563,0.42962767355197556,0.6512339604488081,0.49950854570508907,0.7498942754374477,0.41248932796682525,0.728643757406011,0.5267707643783341,0.7948796367147402
90000,0.6402702466905428,0.46720099449157715,1.6932780308805553,0.38733154676975806,0.48420021931594437,0.6620033081804526,0.5593110461088917,0.525531414228567,14.892473903231279,0.5436745073108709,0.540393767125068,0.5420291729290863,0.4519230769230769,0.6828559674078261,0.5438915556784664,0.3179063360881504,0.8497655501564346,0.46270849845155515,0.4819996270415571,0.578823023489688,0.5102538110873273,0.7380720235592062,0.4881727258294967,0.6625013465474523,0.5621315296375851,0.7847732416419704
92000,0.625358494395831,0.4213468134403229,1.6720931481216803,0.3709433372284626,0.4487825908897676,0.6767592407246145,0.5396827677659165,0.5780790705098494,15.815659812747342,0.5310870947234582,0.5183778600964469,0.524655521698348,0.4453273998728544,0.6675365121828895,0.5342473523855443,0.3153210425937661,0.8427138030586033,0.4589246964134352,0.4615611789798877,0.6033374243211478,0.5028332810233104,0.7417639217637501,0.45507868383404865,0.6853387913390068,0.5469629884365732,0.7877585591045662
94000,0.6253239859920494,0.3400435149669647,1.7027205737151059,0.37021267688621023,0.4477583444930798,0.6808241602816624,0.5402258100030592,0.5743491742393617,15.779842465378653,0.526891290527654,0.5195311824478251,0.5231853524913874,0.4407183725365544,0.6619514550995665,0.5291414722303562,0.3157024793388389,0.8444367614954037,0.45958410829592555,0.4623207327597494,0.6068417196498217,0.5078179106194676,0.7448227465045321,0.4569128100972001,0.6785521921792524,0.5461008279509298,0.785309512555669
96000,0.6249066710999488,0.37633222341537476,1.65807291486822,0.36324725686285214,0.4307195908569609,0.6916427259751088,0.5308518781921382,0.6017748821105947,16.339744546930437,0.5282898919262541,0.5161462097728161,0.5221474534161432,0.44500953591862685,0.6668694091846279,0.5338049571071268,0.3167196439923675,0.8457862264652416,0.4608615222463729,0.44959300761797943,0.6226147707823249,0.504898492447211,0.7471696512832579,0.4425459496255956,0.700312399008941,0.5423601551745714,0.7911295730106045
98000,0.6266644297544607,0.5204257369041443,1.7473961139407694,0.37566193751054183,0.45781846007424215,0.6765849414075144,0.5461074527456642,0.5624464170232466,15.583741719030092,0.5303242212333118,0.5222705600714735,0.5262665803827326,0.4427844882390337,0.664606430327188,0.5314788358817433,0.3154481881754571,0.8415825867872463,0.4588913414349049,0.4700043863896004,0.5979859066715396,0.509320143921562,0.7414023061129672,0.4643931059772644,0.6821070774534095,0.5525787590540188,0.7884132342591625
