global_step,LRAP,train_loss,eval_loss,acc,prec,rec,f1,hamming_loss,binary_CE,prec_at_5,rec_at_5,f1_at_5,prec_at_8,rec_at_8,f1_at_8,prec_at_15,rec_at_15,f1_at_15
19608,0.546149961335221,1.3624597787857056,1.0866783000328886,0.2457335759536135,0.2587953147401362,0.8325615167936451,0.39485347698117607,1.241506943914976,27.579572238249778,0.46802288620470506,0.44672520623389045,0.4571261139328635,0.394389701207883,0.5836328242129801,0.4707024003509929,0.2921381648654335,0.7819788992046172,0.4253649592186911
20000,0.5555993166114095,1.0606170892715454,1.0897981320009675,0.25273187950358805,0.26570660676968205,0.8474213572813644,0.40456346551197403,1.2093091628741484,26.75207158775369,0.4774316592498409,0.46255593669000356,0.4698760905008912,0.4041640178003814,0.607271104816491,0.48532451390790815,0.29561347743165534,0.7951916423768737,0.4310015828838043
22000,0.559513979144626,0.8378982543945312,1.0940463983308863,0.25337277579353257,0.2674624222404317,0.8292852724756536,0.4044734240577961,1.1746979195406524,26.533397340622493,0.4701843610934526,0.45308253981309826,0.4614750605603755,0.3979656706929434,0.5925411488547341,0.4761421750227351,0.2928586564950162,0.7878693758611556,0.42699802355496347
24000,0.5591567210921239,1.4647572040557861,1.0858083132234584,0.2570248400395664,0.2711724941322474,0.8339456614113965,0.40926506155253217,1.1625757566615673,26.398979379009745,0.4742530197075655,0.4556715188038521,0.46477662399013303,0.3994755244755245,0.5942908669065676,0.4777876527265969,0.2947234583598179,0.7902694027916698,0.4293317306798199
26000,0.5881328940894259,0.6743737459182739,1.097287704778272,0.28560352127390115,0.3080013649714522,0.8053519462489585,0.4455899061461334,0.9826082616105364,23.457742614334887,0.4989192625556253,0.4929990667040174,0.49594149749035654,0.41648124602670056,0.6300931097069584,0.5014874710161079,0.30014833651196887,0.8123919195927696,0.438344737502387
28000,0.5742418517357871,1.2934788465499878,1.083870748501131,0.26816785562978407,0.2845439247032424,0.8267253618081464,0.423371152169762,1.1132094824933478,25.523484132339075,0.48976478067387164,0.4817068349567727,0.4857023891913835,0.4090909090909091,0.614600730694143,0.4912173976538424,0.2956134774316551,0.7969631792286356,0.4312613771502462
29412,0.5809318758801649,0.45458823442459106,1.0733724859458176,0.2689636645898145,0.2840155944269474,0.8466368981454007,0.4253439203826219,1.1228084802482794,25.45059814965653,0.4943420216147483,0.4849372966063236,0.4895944989346605,0.416163382072473,0.6257439437999684,0.4998750071079623,0.29989404534858677,0.8096176023444247,0.4376691284987261
30000,0.5942894819534307,0.8836559653282166,1.0926265459047875,0.2869281863456717,0.3074538612353065,0.8168090927764872,0.44674799355454753,0.9836504385096432,23.381931790259124,0.5073108709472343,0.4959337114214118,0.5015577806147417,0.42037507946598857,0.6318960467343635,0.5048762514645404,0.303030303030299,0.8156420622569102,0.44188856176224983
32000,0.5949972726783008,1.679640769958496,1.1073767228821736,0.29761334650293214,0.32421885345431667,0.7934687042468758,0.46033886978561267,0.9319255534644977,22.770911320332118,0.5032422123331206,0.4930611290876132,0.49809965118391214,0.4218849332485696,0.6331856741062286,0.5063765287216007,0.30328459419368103,0.8167051705722871,0.4423149282701794
34000,0.5923308211941876,0.5890820026397705,1.0886666094201196,0.27556391198265534,0.2916023757877398,0.8416606252506794,0.43313906428640603,1.0713578522818463,23.96839388230998,0.5034965034965033,0.4941563362571963,0.4987826978923167,0.42204386522568343,0.6367579016804571,0.5076299916338141,0.30243695698240725,0.8157254054275745,0.44126956450050825
36000,0.5963720615392377,0.7959625720977783,1.1032329480528618,0.3011350757621843,0.32661280960280914,0.7997787410500558,0.46381381593914184,0.9234784354401578,22.522004381448514,0.5108709472345834,0.5023465643961919,0.506572897225331,0.4269707565162111,0.6440792459379616,0.5135203814282963,0.30629370629370223,0.8271899297204179,0.44705201086773816
38000,0.6100495404957712,1.0598663091659546,1.0761463566415,0.29112161804427217,0.3096409902164851,0.8341723929055589,0.4516365511400427,1.0035615024241584,23.692125557466472,0.5244755244755243,0.5150676598976718,0.5197290216049976,0.4353941513032422,0.6543518530847509,0.5228759152689728,0.3073956346683581,0.8245095128127862,0.4478301482155018
39216,0.6159314534233938,0.5299962162971497,1.0838435449252615,0.29029894942975254,0.3066928445584808,0.8540197548642849,0.4513119751758021,1.0439321444106133,23.92443841957659,0.5239669421487613,0.5161069619188832,0.5200072525629613,0.43753973299427845,0.6576833064778078,0.5254867144683152,0.31087094723457953,0.8339989452289188,0.45291791460787384
40000,0.6069569995970808,0.7213628888130188,1.1439589259076417,0.3153979618436236,0.3451668236196488,0.7921984520340786,0.48083167161550483,0.8388975523652753,20.998602896307894,0.5162110616656065,0.5086827467001854,0.5124192547202121,0.42999046408137315,0.649691546842703,0.5174878657050884,0.3071837253655395,0.8248135671576491,0.44765001818471417
42000,0.6061173614793811,0.7840315103530884,1.1348568128291951,0.31023955432730277,0.33496988625564145,0.8121086084699785,0.4743039459936623,0.8939683737707111,21.719980009081024,0.5164653528289883,0.5062640512169029,0.5113138251467313,0.4318181818181818,0.6516966461312701,0.519447364392766,0.30828565374019506,0.828873475472997,0.44941784256861783
44000,0.6129847834736861,0.9817620515823364,1.1047359243008659,0.28713005866659164,0.30403150445970994,0.8425286465791251,0.4468239223869179,1.0374596773530023,23.928978253696716,0.5268912905276533,0.5179339041193196,0.5223742010579296,0.43197711379529563,0.651688012203379,0.5195595942928838,0.3084975630430135,0.8328712933477169,0.45022914877623815
46000,0.5979807950933134,0.8088701367378235,1.1274465422724143,0.2947927127506518,0.3151131323923064,0.8251082655989427,0.45605607927323144,0.956553839132865,22.529259567938116,0.5075651621106169,0.4959134869840934,0.5016716790955179,0.4279243483788938,0.6451003558461739,0.5145345644466428,0.3081585081585042,0.8285540027207426,0.4492357794314883
48000,0.60377459826229,0.9884730577468872,1.1057239718908487,0.2890787208880438,0.306667086150621,0.8476081376879293,0.4503839507494598,1.015628813887501,23.439829224877304,0.5122695486331849,0.5060984598836255,0.5091653065302575,0.42776541640178006,0.646393481791322,0.514830305577665,0.3089637635092142,0.8334073534009979,0.45080389136495364
49020,0.6042135162508809,0.7709201574325562,1.1286587931335719,0.3028582841853038,0.32501086573197746,0.8226019292569484,0.46593165630080935,0.9249594236652044,21.87930408112801,0.5094723458359822,0.5019464265544847,0.5056813861903997,0.42728862047043864,0.6426453748089505,0.5132934496246567,0.3084975630430134,0.8296518056000853,0.4497574171780289
50000,0.6171690201920359,0.4291810095310211,1.1844679966488976,0.32117803219905816,0.35191855337676725,0.7973783066808473,0.4883198239436118,0.8224421276425354,20.194770162547968,0.5225683407501585,0.5160338099151749,0.5192805188119595,0.43412269548633187,0.6556302543854916,0.5223642171552672,0.3112947658402164,0.8405660252015362,0.45433233950380886
52000,0.6067830705186374,0.735988438129425,1.1800400819196257,0.3142921732818884,0.3414434128849895,0.797440447140224,0.4781537387632521,0.8593571304372152,21.197347559941825,0.5181182453909727,0.5039693975586087,0.5109458896113325,0.432453909726637,0.6457644211121517,0.5180089054042671,0.3095571095571055,0.8270552535535217,0.450498062564411
54000,0.6099483487893654,0.6431549787521362,1.1793108835203276,0.30438904695530977,0.32714314582315923,0.8136267654794075,0.4666539973532983,0.9079006333692975,21.66604948999354,0.5168467895740626,0.5016219808938565,0.5091205895015471,0.43301017164653527,0.648824690626653,0.5193910835271481,0.31019283746556076,0.8315330078001603,0.4518345348935725
56000,0.6007053121721967,0.7308886647224426,1.235648287723444,0.31095132328135483,0.3418184376876288,0.7800105089771656,0.4753344515688884,0.8348933990160754,20.307182433359824,0.5014621741894474,0.49437241260562587,0.4978920559133289,0.4257787666878576,0.6445088166094873,0.5127933339374262,0.30548845094299215,0.8245777308640821,0.44581278112569933
58000,0.6103192757240621,0.8752572536468506,1.16944261089847,0.3122806210414868,0.3355355916679443,0.818692640527041,0.4759899504641935,0.8995632181764427,21.74768735349283,0.5158296249205336,0.5022154080269556,0.5089314856766645,0.43396376350921806,0.6496773745045652,0.5203501945737369,0.31205763933036273,0.8346568488875347,0.4542735765369886
58824,0.6143383542850077,0.6993678212165833,1.2044854717519073,0.31846974353376845,0.34762849771426874,0.7960585173294715,0.48393069577922715,0.8314377598243,20.3105157080848,0.5225683407501588,0.5173935126571187,0.5199680517863017,0.4327717736808646,0.6537980764570503,0.5208047198098527,0.31137952956134357,0.8398844851775896,0.45432295725802463
60000,0.6130565854503099,0.8164828419685364,1.2292482946501222,0.3184877855683608,0.34955971600277225,0.7875757100655928,0.4842074835238822,0.8302310286779656,20.49102008954748,0.5200254291163384,0.5102736264030332,0.5151033772485067,0.4321360457724094,0.6472748833696871,0.5182656596769593,0.310955710955707,0.8331332446573154,0.45288006521212804
62000,0.6206899690241753,0.5475503206253052,1.2708545112332632,0.3377523481908553,0.3774491335222551,0.7691497241725156,0.5063931382619266,0.7411523295122008,19.16218640583665,0.5287984742530191,0.5247110062111032,0.5267468108326093,0.43722186904005084,0.6631351394945223,0.5269874829116792,0.31095571095570707,0.8344593641685252,0.45307576350962153
64000,0.6248168611128362,0.6158458590507507,1.2743150415915283,0.3385657586791907,0.3766452323476312,0.7727736758837982,0.5064498567423644,0.7761475327558942,19.406291226500027,0.5286713286713289,0.5259377268612796,0.527300984946898,0.43769866497139226,0.6637088769479582,0.5275149811731636,0.31197287560923537,0.8385335836215784,0.45475578390448496
66000,0.6210950414380229,0.6619576215744019,1.2467492242511995,0.32942401207268057,0.36307765099123207,0.7798792102008729,0.4954810129951844,0.7956197853444695,19.927463733584563,0.5280356007628728,0.5196180499794454,0.5237930092520908,0.4388906547997457,0.6595229099318755,0.527048192210115,0.3115066751430351,0.835540968199449,0.45382001429541263
68000,0.6182876500273238,1.2371701002120972,1.262976547513217,0.3334136644235719,0.3708470645445674,0.7734396653750493,0.5013216041172102,0.7717045680807544,19.671570564847944,0.5234583598219962,0.5138952144390034,0.5186327068131011,0.43841385886840434,0.6570011924589644,0.5258982478249634,0.3119728756092351,0.8364985924727624,0.45445599405726506
68628,0.6104064350380008,0.8298803567886353,1.2344971062725474,0.31335990807223335,0.340096757269429,0.8056165794739178,0.4782829657204997,0.8744412697663932,21.035623036010644,0.518372536554355,0.5125181745070334,0.5154287322579199,0.43380483153210425,0.6550455996657993,0.52194853924289,0.3093875821148506,0.8305642940241604,0.4508370644371433
70000,0.618282059642508,0.6314146518707275,1.3617303977605482,0.33979984623156295,0.3840271635129866,0.7530269376746747,0.5086526641468023,0.7188278033050172,18.081987839515854,0.5220597584233945,0.5189047663556547,0.5204774812587989,0.4352352193261284,0.6568197165165832,0.5235470560924135,0.31154905700359853,0.8395892177252471,0.4544601370574775
72000,0.6108267542133577,0.8100184202194214,1.3984191292407049,0.3472642654338911,0.39913445063604913,0.7321036630052794,0.5166158915945067,0.6830098288251869,17.964555599035492,0.5196439923712645,0.5105620410684436,0.5150629849996012,0.4351557533375715,0.6556281921252961,0.5231107059108168,0.3102352193261245,0.8340352306900083,0.4522481598911892
74000,0.6044224544427166,0.6021023988723755,1.292999920643506,0.32404778820580155,0.355704490497073,0.7881740610495896,0.49018674653804195,0.8198641111026396,20.54150795023647,0.5191354100445008,0.506783715847759,0.5128852079869136,0.43420216147488877,0.6522492012539561,0.521345037100239,0.3112947658402163,0.8335039822157985,0.4532943932920151
76000,0.618230124545539,0.44843897223472595,1.42953705609058,0.3584769433655337,0.41883480992907085,0.7217532737452377,0.5300693555397354,0.6500989793797073,17.22289491787695,0.5243483788938326,0.5184763982368535,0.5213958564702146,0.4391290527654164,0.6602251303212894,0.527444276922436,0.3134138588684004,0.8420926787566148,0.4568100783166444
78000,0.6106737901887391,0.5603822469711304,1.3148082837808963,0.31946866600082513,0.3516540473241612,0.780800146798569,0.4849141505201741,0.8273787550593575,20.107788909755566,0.5150667514303875,0.5044634340151133,0.5097099544140401,0.428560076287349,0.6434066694533312,0.5144532933326884,0.3113795295613437,0.8340304369572213,0.4534621012403635
78432,0.6186629563224187,0.9798277020454407,1.3713132760392532,0.34436622827005475,0.39026039928049894,0.7475502054721781,0.5128080902940887,0.7137266216409679,18.433268488076607,0.5267641449459629,0.5181512745321722,0.5224222133077862,0.43746026700572155,0.658171041661698,0.5255849798066695,0.3129900402627634,0.8396850797561373,0.4560054474266881
80000,0.617423311986199,0.34047576785087585,1.4674075549478394,0.3527164451444584,0.40459533436982703,0.7344101100607975,0.5217515078572185,0.6741787508906498,17.64691337863837,0.5238397965670695,0.5175286198711448,0.5206650838868062,0.438652256834075,0.6615793833655359,0.527531256119007,0.31282051282050855,0.8358924159551643,0.45526482321490863
