global_step,LRAP,train_loss,eval_loss,acc,prec,rec,f1,hamming_loss,binary_CE,prec_at_5,rec_at_5,f1_at_5,prec_at_8,rec_at_8,f1_at_8,prec_at_15,rec_at_15,f1_at_15
2000,0.3274794477943172,1.6930376291275024,1.3694469095449329,0.14658435884944207,0.15923124460950272,0.6784009658692531,0.2579237731985227,1.9949459905534894,37.72866790836886,0.26179275270184055,0.23300277557341867,0.2465601830200877,0.23140495867768596,0.31318936466728337,0.26615617858071416,0.19571943208306705,0.49176617778587106,0.2800006157285531
4000,0.38859921243077267,1.5279357433319092,1.291384453423761,0.16758698071471587,0.17645318217072228,0.7879077383018713,0.2883335994415236,1.9661489972886945,36.25363219725483,0.3282898919262531,0.2883593585734142,0.3070317934718414,0.29156071201525746,0.4012578809728713,0.33772486668869867,0.2260224623860964,0.5669644879698829,0.32320004660580864
6000,0.4281468369861728,1.0918090343475342,1.2220724553456246,0.1897402652899282,0.20055936113022965,0.7804845434945787,0.3191161591797596,1.6561836469280191,32.56549862788804,0.3696122059758409,0.32923837450328297,0.3482590564885239,0.3177050222504768,0.44024089309394354,0.3690678712145942,0.24259376986649395,0.6299522061868309,0.35029095251993597
8000,0.4675162841630513,1.1420791149139404,1.187368234123015,0.2038577058752499,0.21562317038534104,0.7945216502688633,0.3391934971459133,1.5314515275296514,31.516935428622247,0.3946598855689763,0.365405699592213,0.3794698099815459,0.3378893833439288,0.48550165006911916,0.3984640261974342,0.25772409408772706,0.6754725700216692,0.3730951103561508
9804,0.47413127104302927,1.0066052675247192,1.17730018549827,0.2175904598811401,0.23534988160731637,0.7461918910372308,0.3578373903309135,1.3193959542692777,29.138456570951995,0.4029243483788937,0.3725006202646981,0.3871156482191453,0.34082962492053404,0.4895944178098376,0.40188692330406006,0.2600974782792931,0.6877956109830479,0.37745586715369617
10000,0.4913355104127362,1.261093258857727,1.1614216016955368,0.21443007478214532,0.22650687786924584,0.8033816285737987,0.3533809015001853,1.443031045352796,29.703622717458874,0.41703750794659833,0.39323991595154173,0.4047892480691321,0.3546567069294342,0.5193884341272594,0.4214990348029657,0.2662428480610262,0.7040872599463383,0.3863802551825475
12000,0.5068496127199925,0.9559465050697327,1.1381664964402085,0.22742084015676617,0.24218321991753797,0.7895881732520829,0.37067320817947763,1.3062316144910857,28.50944787906323,0.43038779402415694,0.4090925182603348,0.4194700552457619,0.364907819453274,0.5353295740192756,0.4339876325081368,0.274337783428689,0.7323394448615373,0.3991515341256703
14000,0.5169686857207835,0.8400394320487976,1.1288110599694823,0.2377579159684113,0.2527400864464967,0.8084185384871159,0.38508808485624224,1.2567556374913815,27.519343560870006,0.4411951684678953,0.41842731067167654,0.4295097261954802,0.3694373808010172,0.5473853386570208,0.44114222195948355,0.2797626615808394,0.7486756098850871,0.4073195000484763
16000,0.5316910354343588,1.482141137123108,1.1151320895909838,0.2503820604495644,0.2677479482775514,0.7939128924304959,0.40044530213169494,1.1633985278977041,26.67066339123106,0.45696122059758404,0.4360999358343031,0.4462869256962699,0.38366179275270185,0.5697453666697129,0.4585439214059848,0.2854418308963724,0.7644556946221157,0.41567415449299927
18000,0.5309437514536174,0.9390774965286255,1.1139981458513382,0.25388430941177653,0.27230356663828065,0.7926962938833892,0.4053597302438361,1.117213635842548,25.813108417161995,0.45225683407501566,0.4299656496947912,0.44082962533680214,0.3831849968213605,0.5655117887966763,0.4568280113889666,0.2891714346259764,0.775951347376511,0.4213278846575287
